neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,instant_bookable,host_identity_verified,distance_to_Brandenburg Gate,distance_to_Reichstag,distance_to_Museum Island,distance_to_Berlin Wall Memorial,distance_to_German Historical Museum,minimum_distance,bedrooms,beds,accommodates,maximum_nights
Pankow,Prenzlauer Berg Südwest,52.52992,13.4177,Entire home/apt,70,2,4,0.07,1,0,0,0,0,3.106774358136608,3.0846375644885136,1.8093666334638512,1.9544734909904493,2.268179539204188,1.81,1,1,1,1124
Mitte,Alexanderplatz,52.5189,13.41667,Entire home/apt,138,1,14,1.97,1,2,14,0,1,2.6565337011583035,2.7474657335180677,1.0061896212589436,2.5488193557042673,1.7480873887618689,1.01,1,1,2,13
Neukölln,Rudow,52.42887,13.48655,Private room,75,1,118,2.2,3,336,35,1,1,12.215250253286488,12.489002300124918,11.320341817945023,13.51713400121533,11.823081448681146,11.32,1,1,2,1125
Neukölln,Neuköllner Mitte/Zentrum,52.47143,13.43123,Entire home/apt,90,2,1,0.02,1,30,0,0,1,6.1703927692250335,6.445785795399586,5.400483127293566,7.618372565089322,5.825393421829462,5.4,1,1,4,1125
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49567,13.41829,Private room,50,2,11,0.22,9,0,0,1,1,3.580597773666349,3.8329982676144216,2.5731850623693764,4.789277421406988,3.0698478634355206,2.57,1,1,2,1125
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49252,13.39475,Private room,33,5,10,0.19,1,2,0,1,1,2.8828473333873514,3.1660596124925533,2.7327525364802145,4.753984560915813,2.809522317282592,2.73,2,3,5,100
Mitte,Wedding Zentrum,52.55391,13.37684,Private room,30,14,0,0.0,1,0,0,0,1,4.189410527352293,3.9268914443015053,4.4932236939911565,2.2757963916483344,4.146198198316628,2.28,4,4,6,360
Charlottenburg-Wilm.,Barstraße,52.48362,13.31756,Entire home/apt,43,30,1,0.03,1,106,0,1,1,5.469784403856809,5.570249615327036,6.828727473582161,7.563770890392448,6.26279765810092,5.47,2,1,4,1125
Tempelhof - Schöneberg,Mariendorf,52.44815,13.38335,Private room,33,2,93,1.74,1,53,10,0,1,7.5891669010602065,7.857027745208331,7.729502792163652,9.69248666590114,7.7527057030159705,7.59,1,1,2,3
Pankow,Helmholtzplatz,52.54055,13.41961,Entire home/apt,105,1,3,0.06,1,0,0,0,1,3.9195948400417606,3.8253414492090263,2.907957352732491,2.083579715145163,3.2025144780736876,2.08,1,1,2,1125
Treptow - Köpenick,Dammvorstadt,52.45512,13.57895,Entire home/apt,14,17,0,0.0,1,0,0,0,1,15.266396507545029,15.479995525020843,13.814450089855136,15.60895991121903,14.541451820912346,13.81,1,1,2,1125
Pankow,Helmholtzplatz,52.5451,13.42081,Private room,45,2,22,0.41,1,0,0,0,1,4.338681088072002,4.224442630569585,3.4065261545876733,2.353082229970879,3.6624827414969223,2.35,1,1,1,100
Tempelhof - Schöneberg,Tempelhof,52.48247,13.3777,Private room,25,2,19,0.36,1,0,0,1,0,3.7607148912397954,4.024284572321917,4.153639960215145,5.92347013024279,4.019049400351072,3.76,1,1,2,1125
Pankow,Prenzlauer Berg Nordwest,52.54921,13.40096,Entire home/apt,62,14,4,0.07,1,0,0,0,1,3.98928129322763,3.795813099627905,3.6254781062969266,1.7261198297924578,3.57485762472425,1.73,1,3,4,200
Lichtenberg,Friedrichsfelde Süd,52.49522,13.51416,Private room,13,5,1,0.02,1,0,0,1,1,9.552264197916115,9.722812616038638,7.959465663808873,9.516008797137589,8.727706700622255,7.96,1,1,2,1125
Tempelhof - Schöneberg,Schöneberg-Nord,52.4951,13.36133,Private room,43,3,34,0.64,1,0,0,0,0,2.6065810109396206,2.8054976897964465,3.6730081666905985,4.868930772306122,3.2190788895894533,2.61,1,2,2,24
Mitte,Moabit West,52.52916,13.34187,Entire home/apt,90,3,12,0.29,1,6,2,0,1,2.828062771308459,2.6083578248964145,4.332990514282206,3.347197820853862,3.571483829589584,2.61,1,1,2,7
Neukölln,Schillerpromenade,52.47571,13.42606,Entire home/apt,40,2,51,1.01,1,0,9,1,1,5.578595113705532,5.854070825454035,4.831566879243946,7.048330993951857,5.240733069597911,4.83,1,1,2,100
Pankow,Prenzlauer Berg Nordwest,52.55283,13.40656,Private room,114,1,78,1.46,2,0,12,0,0,4.513309634136516,4.328245870712313,4.0374065409953825,2.258478170571143,4.053158467432149,2.26,1,1,2,1125
Mitte,Moabit Ost,52.53194,13.34742,Entire home/apt,66,3,23,0.43,1,0,0,0,1,2.6994221161559997,2.4517251639109094,4.09662420577353,2.925312790123139,3.3573470218655426,2.45,1,1,1,1125
Mitte,Brunnenstr. Süd,52.53635,13.39266,Entire home/apt,180,5,12,0.24,2,0,0,1,1,2.4526182463408293,2.267031497005303,2.289130459243831,0.21330593650310128,2.0823856733019674,0.21,1,1,2,4
Neukölln,Rixdorf,52.47793,13.4396,Private room,28,1,6,0.11,1,0,0,1,1,5.985657751166826,6.24855947813793,4.996570093189929,7.196756310931223,5.517633916211707,5.0,1,1,3,1125
Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52251,13.44852,Private room,30,1,5,0.1,1,0,0,1,1,4.852200555256553,4.928129707542862,3.203495693439589,4.200120424707766,3.9416131787663775,3.2,0,2,2,1125
Neukölln,Neuköllner Mitte/Zentrum,52.47801,13.42907,Private room,155,7,2,0.04,1,14,0,0,1,5.500738245795331,5.772084867644569,4.666805791042264,6.8844220608664415,5.114306028318444,4.67,1,1,2,3
Steglitz - Zehlendorf,Drakestr.,52.45007,13.31828,Private room,50,3,1,0.02,1,0,0,0,0,8.4021116314469,8.583286859065486,9.352463572915212,10.653764531640878,8.998858694995405,8.4,1,1,1,25
Mitte,Alexanderplatz,52.51414,13.41834,Entire home/apt,90,30,18,0.34,2,0,2,0,1,2.76397139026721,2.9039776180145562,1.122690610989299,3.0188150280931465,1.897102718924625,1.12,1,1,2,21
Pankow,Prenzlauer Berg Südwest,52.53705,13.42079,Entire home/apt,73,3,25,0.47,1,0,0,1,0,3.724491275304018,3.655587066274319,2.5942075906085598,2.085984640778917,2.9566523106383347,2.09,1,4,5,365
Neukölln,Rixdorf,52.47626,13.44881,Private room,22,3,62,1.16,1,0,3,1,1,6.564519807868593,6.822060550096574,5.491837816026889,7.666864533605433,6.053350310743551,5.49,1,2,3,7
Pankow,Prenzlauer Berg Süd,52.53134,13.43394,Entire home/apt,44,10,1,0.02,2,0,0,0,1,4.1648400278225495,4.166712829845363,2.6985768265184005,2.9979074345904335,3.2879684066721793,2.7,2,2,5,1125
Mitte,Alexanderplatz,52.53249,13.37873,Private room,98,2,66,1.85,1,37,28,0,1,1.8065260397527338,1.5526222392652202,2.381997788073575,0.8331759305173312,1.8480084027898722,0.83,2,6,6,1125
Charlottenburg-Wilm.,Halensee,52.50027,13.29363,Entire home/apt,96,3,12,0.23,3,0,4,0,1,5.9840953397802,5.9664227684545335,7.601111421038385,7.61878670309024,6.888458324874536,5.97,1,1,2,30
Charlottenburg-Wilm.,Neue Kantstraße,52.50009,13.30079,Entire home/apt,100,8,0,0.0,1,0,0,1,1,5.5283471240738935,5.519629910668864,7.135243108349764,7.215632258572384,6.429433995472171,5.52,1,1,2,7
Pankow,Prenzlauer Berg Südwest,52.54078,13.40913,Private room,23,4,5,0.09,1,0,0,1,1,3.459673845873873,3.327744628732697,2.725726916706844,1.4286135958539685,2.851468770005544,1.43,1,22,1,1125
Pankow,Prenzlauer Berg Nordwest,52.55585,13.40587,Entire home/apt,38,3,12,0.24,1,0,0,0,1,4.799647372217026,4.605870241546647,4.369843255937218,2.536546471898376,4.36742393787662,2.54,4,6,9,14
Pankow,Helmholtzplatz,52.54273,13.4132,Private room,85,2,1,0.02,1,0,0,1,0,3.801559359475308,3.6744523714920705,2.9956823012567217,1.7734574188409458,3.1702135195884558,1.77,1,1,2,20
Reinickendorf,Ost 2,52.56137,13.36443,Entire home/apt,61,2,120,2.25,14,68,36,0,1,5.100084460462328,4.823328247007136,5.602096884043145,3.4013335384679886,5.186815348275675,3.4,1,1,1,4
Reinickendorf,Ost 1,52.56528,13.37777,Entire home/apt,28,999,9,0.17,1,0,0,0,1,5.454160498479766,5.192975551333266,5.662997868347626,3.457077023701569,5.374063943361818,3.46,1,1,3,7
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50239,13.4526,Private room,106,2,181,3.44,3,50,52,1,0,5.309774548387094,5.492758819179663,3.764215767512774,5.588322939119519,4.514611510546886,3.76,1,1,2,1125
Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49416,13.43769,Entire home/apt,70,14,1,0.02,1,0,0,1,0,4.754219399951995,4.984333570459008,3.467895548866332,5.585558776667197,4.1100218960324035,3.47,1,1,2,1125
Charlottenburg-Wilm.,Kantstraße,52.51089,13.30415,Private room,68,25,24,0.47,2,75,4,0,1,5.034022162369501,4.966275926039305,6.69517335451812,6.4347955959366265,5.943947236709757,4.97,2,2,4,1125
Mitte,Brunnenstr. Nord,52.54906,13.39563,Entire home/apt,84,5,96,1.81,2,269,24,0,1,3.8451224763700482,3.634583952655163,3.636050298577113,1.5907976568119344,3.5077783918872476,1.59,1,1,2,1125
Pankow,Prenzlauer Berg Süd,52.53358,13.42741,Entire home/apt,151,1,21,0.41,1,0,0,0,1,3.880841987616519,3.853705103686797,2.540410724503941,2.5306150077439744,3.04041611816912,2.53,1,1,2,1125
Pankow,Prenzlauer Berg Nordwest,52.55323,13.41414,Entire home/apt,50,3,12,0.23,1,0,0,0,1,4.7966661396280275,4.632316500417928,4.149915985205522,2.5852189593379595,4.257844743355983,2.59,1,2,4,1125
Pankow,Prenzlauer Berg Ost,52.53811,13.43504,Entire home/apt,100,6,20,0.38,1,0,6,0,0,4.584019478968094,4.544170182760706,3.2618663836635737,3.059911787005781,3.756408955500763,3.06,1,1,2,30
Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49476,13.42906,Private room,50,3,2,0.04,1,0,0,1,1,4.22536710108773,4.464797596236986,3.037294912537976,5.211504143610647,3.62975347342584,3.04,2,2,3,28
Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.47898,13.33207,Entire home/apt,45,4,3,0.06,1,0,0,0,1,5.1816593407534475,5.333004028347489,6.349985147423808,7.3927364363782075,5.877549381197319,5.18,1,1,3,365
Tempelhof - Schöneberg,Schöneberg-Nord,52.49906,13.36235,Entire home/apt,35,14,2,0.04,1,0,0,1,0,2.18236598341099,2.371282835596815,3.3453497485280232,4.439117341805561,2.840637317674123,2.18,1,1,4,1124
Mitte,Parkviertel,52.54517,13.34708,Private room,20,1,3,0.06,2,0,0,0,1,3.831982495101104,3.5540248846957,4.912327632333957,3.1311926927948233,4.2721181657505225,3.13,3,4,6,90
Charlottenburg-Wilm.,Halensee,52.50316,13.29454,Entire home/apt,45,1,0,0.0,1,0,0,0,1,5.836410213528783,5.804923892322596,7.469744386641656,7.40566508082843,6.744883316656445,5.8,2,2,2,1125
Neukölln,Rixdorf,52.47715,13.44069,Private room,36,1,20,0.37,2,0,0,1,0,6.099476371716212,6.36249771464052,5.108959142198918,7.3080986930954355,5.63149244396465,5.11,1,2,2,7
Pankow,Prenzlauer Berg Süd,52.53062,13.43381,Entire home/apt,100,2,6,2.02,1,11,6,0,1,4.125114352373143,4.131867341233477,2.643652219926849,3.001616260185942,3.2437757689358837,2.64,1,1,2,14
Pankow,Helmholtzplatz,52.54247,13.42107,Entire home/apt,156,2,14,0.27,1,0,0,0,1,4.13952260542631,4.0391504649654175,3.14341835129064,2.246894429320657,3.43284045939617,2.25,2,2,4,28
Pankow,Prenzlauer Berg Südwest,52.53922,13.41933,Private room,53,2,66,1.23,1,41,36,1,1,3.8049914964495564,3.717736588894327,2.7652079232798075,2.027333067700674,3.074225463241231,2.03,1,1,4,1125
Mitte,Moabit Ost,52.51923,13.35711,Private room,35,1,25,0.47,1,1,10,1,1,1.4410524373685798,1.2974731784072782,3.08234005523977,2.860840187315455,2.3069695392906278,1.3,2,2,7,1125
Charlottenburg-Wilm.,Grunewald,52.48576,13.26359,Private room,59,2,90,1.7,1,135,25,1,0,8.464646292073065,8.476274721795109,10.027910934496568,10.203314077703675,9.352022630785713,8.46,1,1,2,40
Pankow,Prenzlauer Berg Nordwest,52.5526,13.40648,Entire home/apt,89,3,136,2.59,2,31,43,1,1,4.487893829872074,4.303162401223041,4.011492399439952,2.2335344764016276,4.02703512345756,2.23,3,3,8,1125
Treptow - Köpenick,Rahnsdorf/Hessenwinkel,52.43607,13.69621,Entire home/apt,80,2,0,0.0,1,0,0,0,1,23.40472891766084,23.604115704707443,21.889268656599278,23.530495136134967,22.638380856309897,21.89,1,1,2,30
Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51579,13.47329,Entire home/apt,99,6,0,0.0,1,0,0,1,1,6.4843027109839895,6.598500394990796,4.818879875500354,6.036582090543157,5.590238291282376,4.82,1,1,4,1125
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51038,13.46681,Private room,33,3,2,0.04,1,0,0,0,1,6.0799418080137055,6.219467943017585,4.433392053159926,5.885023643730503,5.210205728323394,4.43,1,1,1,1100
Mitte,Alexanderplatz,52.53305,13.37886,Entire home/apt,120,2,8,0.15,1,0,0,0,1,1.8691294450900175,1.6155322675548207,2.4226859197190547,0.8046601947604041,1.9000025079069585,0.8,1,2,4,4
Charlottenburg-Wilm.,Kantstraße,52.50489,13.30463,Entire home/apt,100,7,9,0.17,2,350,0,0,1,5.124903456100413,5.093548190928757,6.760045713525952,6.714353471481594,6.033599658050595,5.09,1,1,2,9
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49581,13.46885,Entire home/apt,90,6,7,0.13,1,0,3,0,0,6.58970857457435,6.783865005405516,5.077504335222346,6.904279538210155,5.818689066442062,5.08,1,1,1,14
Lichtenberg,Alt-Lichtenberg,52.51694,13.48402,Private room,40,2,5,0.09,1,0,0,0,1,7.2127937790767085,7.321657641889737,5.546388174730455,6.681902430452943,6.315179039880151,5.55,1,2,4,1125
Charlottenburg-Wilm.,Wiesbadener Straße,52.46841,13.31339,Private room,20,92,16,0.3,2,104,0,0,1,6.8907828501896615,7.029847361352717,8.080017597907935,9.075713655628649,7.604278954665581,6.89,1,1,4,25
Pankow,Prenzlauer Berg Süd,52.53836,13.42628,Entire home/apt,84,2,53,1.0,1,0,0,0,0,4.108700688796739,4.0467326603319504,2.9131265073863126,2.47364399316359,3.3222512692158634,2.47,0,1,2,180
Lichtenberg,Alt-Hohenschönhausen Nord,52.55973,13.49881,Entire home/apt,71,60,0,0.0,1,0,0,0,1,9.530808267106108,9.49385391093365,8.11518625183993,7.858653597013397,8.684616434691547,7.86,2,1,4,1125
Steglitz - Zehlendorf,Schloßstr.,52.46471,13.31867,Private room,25,3,4,0.08,1,0,0,1,1,7.002195538409093,7.1595736031360255,8.103982109900652,9.221905339182097,7.671871264896751,7.0,1,1,2,5
Mitte,Moabit West,52.52744,13.33464,Entire home/apt,41,2,199,3.75,1,188,38,0,1,3.180944744635344,2.986500393561467,4.748332770212409,3.867239455026538,3.9770001568521236,2.99,1,1,2,1125
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5056,13.46958,Entire home/apt,142,2,106,2.02,1,13,31,0,1,6.344948805619488,6.503365852966462,4.728982553909245,6.312094457288079,5.5014174838667,4.73,1,1,2,5
Neukölln,Neuköllner Mitte/Zentrum,52.47144,13.4294,Private room,29,3,0,0.0,1,0,0,1,1,6.097176564077363,6.373602493996542,5.355495112160788,7.572774503738804,5.767144477832867,5.36,1,1,2,30
Tempelhof - Schöneberg,Schöneberg-Süd,52.48245,13.3491,Private room,33,2,2,0.04,2,0,0,0,1,4.236966218613435,4.425917158501109,5.247498155886718,6.4947715345939905,4.842560018256731,4.24,1,2,3,1125
Pankow,Helmholtzplatz,52.54309,13.41822,Entire home/apt,285,2,44,0.84,1,0,20,1,1,4.055054934580561,3.9427175774431107,3.1348941698673514,2.0959724002216187,3.3790481292955117,2.1,1,1,1,1125
Mitte,Alexanderplatz,52.50907,13.4239,Entire home/apt,66,2,9,0.18,1,0,0,0,1,3.2322184512247945,3.408445556064359,1.6900966270074118,3.6951312692578653,2.429809837871852,1.69,1,1,2,14
Steglitz - Zehlendorf,Schloßstr.,52.46496,13.32252,Private room,42,7,125,2.49,1,19,11,0,1,6.832338955273555,6.996509813924993,7.902552961430227,9.062897871337684,7.4852749304587025,6.83,1,1,2,120
Neukölln,Schillerpromenade,52.47743,13.42497,Entire home/apt,43,2,112,2.29,1,0,0,0,0,5.380463836697803,5.655312205309676,4.626432645561058,6.843135742205105,5.036622911722513,4.63,1,6,4,40
Mitte,Brunnenstr. Süd,52.53029,13.39614,Entire home/apt,184,85,1,0.02,1,132,0,0,1,1.9972775821879472,1.875503020524426,1.5757529371591772,0.6744373670043666,1.4476852587928923,0.67,1,1,1,160
Charlottenburg-Wilm.,Grunewald,52.49308,13.27565,Private room,20,300,5,0.09,4,198,0,0,1,7.399011494100366,7.395362088106554,8.991785624874222,9.077447822118426,8.296351388967336,7.4,1,1,2,1125
Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50506,13.43643,Entire home/apt,200,2,3,0.06,1,0,0,0,1,4.1729767494255805,4.35889509936123,2.650328084157658,4.5888627984147545,3.388400932081034,2.65,1,2,3,1125
Mitte,Tiergarten Süd,52.50389,13.3655,Private room,35,1,3,0.06,1,0,0,1,1,1.609704922176324,1.7931304934463528,2.874304339920712,3.861887254402399,2.3121736629230534,1.61,1,1,2,1125
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50922,13.45911,Private room,50,3,6,0.12,1,0,0,0,1,5.577268297795797,5.725220450458843,3.9430438735888655,5.495507899341308,4.7185917771071555,3.94,3,5,6,1125
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49176,13.42179,Entire home/apt,99,4,186,3.54,2,208,48,1,0,4.045883313516486,4.303426201354626,3.0681017738635568,5.283222513755412,3.560988121623658,3.07,2,3,4,1125
Pankow,Helmholtzplatz,52.54245,13.4219,Entire home/apt,285,2,60,1.14,2,287,16,1,1,4.178140399052771,4.080337271301624,3.164621424959344,2.298685370536156,3.4648508555562656,2.3,1,1,1,1125
Neukölln,Neuköllner Mitte/Zentrum,52.47806,13.43755,Private room,29,3,1,0.02,1,0,0,0,1,5.87835506763873,6.142809208518893,4.914838245595063,7.120038581946869,5.423730154012318,4.91,1,1,1,1125
Mitte,Brunnenstr. Süd,52.5333,13.39809,Entire home/apt,95,60,2,0.04,6,227,0,1,1,2.3439404658491596,2.2079503388646526,1.8759578245308,0.5733096891409383,1.8052846671407063,0.57,1,2,3,1125
Charlottenburg-Wilm.,Grunewald,52.48518,13.26749,Entire home/apt,113,5,78,1.48,1,259,7,0,0,8.249617289081044,8.267040236849056,9.802443843363486,10.01697517174994,9.132965093680173,8.25,1,1,2,90
Neukölln,Schillerpromenade,52.47537,13.42656,Private room,25,1,167,3.14,1,0,0,0,1,5.629173892072005,5.904585846431469,4.8786053600163495,7.095591504339468,5.289885816772093,4.88,0,1,2,1125
Mitte,Osloer Straße,52.55856,13.37129,Entire home/apt,45,2,2,0.04,2,0,0,0,1,4.726897634215372,4.4565514236880786,5.117842299782945,2.903719739899258,4.743204868672946,2.9,1,1,2,1125
Pankow,Prenzlauer Berg Südwest,52.53759,13.42089,Entire home/apt,121,4,43,0.81,1,284,13,0,1,3.7673551307528754,3.6951817582378332,2.6501917203568643,2.0996383866614976,3.005344998026265,2.1,2,3,4,150
Pankow,Prenzlauer Berg Ost,52.54473,13.44305,Private room,48,2,26,0.5,1,0,0,1,1,5.445668404205513,5.387124003842285,4.17268267066259,3.740457823607305,4.642059869371109,3.74,1,1,3,1125
Tempelhof - Schöneberg,Schöneberg-Süd,52.48603,13.37281,Entire home/apt,134,4,15,0.29,1,22,8,0,1,3.3814185666562344,3.634137054255845,3.9518914046623057,5.592294332421927,3.730523163649646,3.38,1,1,2,1125
Charlottenburg-Wilm.,Kurfürstendamm,52.5008,13.31443,Shared room,45,1,93,1.76,1,1,12,0,1,4.63249022518709,4.639075239381883,6.2221927754433395,6.408711167816445,5.5269895385444805,4.63,1,1,2,1125
Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51449,13.31359,Private room,90,7,17,0.32,1,72,5,0,1,4.361776671219401,4.274937469727328,6.028160118411456,5.685701351288007,5.2667335099759605,4.27,1,1,1,31
Tempelhof - Schöneberg,Tempelhof,52.480301,13.37759,Entire home/apt,90,7,1,0.91,1,112,1,0,1,4.002089850102735,4.265398068831052,4.378538750322481,6.163469747392272,4.256178524962078,4.0,1,3,4,30
Tempelhof - Schöneberg,Friedenau,52.46603,13.34324,Entire home/apt,85,5,4,0.08,1,0,0,0,1,6.0623182330776,6.2659003850202994,6.915103371720417,8.326725755586821,6.598121825879462,6.06,2,2,4,7
Mitte,Moabit West,52.534,13.3335,Private room,33,4,0,0.0,1,211,0,0,0,3.595047140882175,3.3653715123076386,5.054479054314275,3.8500306204022023,4.3050346627380005,3.37,2,2,4,1124
Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50015,13.41507,Entire home/apt,95,5,3,0.06,1,0,0,1,0,3.102951739720365,3.345322812917594,2.0289713126738143,4.24490802785465,2.5435233482094706,2.03,1,1,4,20
Neukölln,Reuterstraße,52.49325,13.42439,Private room,37,1,60,1.13,2,0,14,1,1,4.071679150166464,4.321993905564682,3.0034377830481707,5.2083303917994295,3.538579133055773,3.0,2,2,4,28
Charlottenburg-Wilm.,Schmargendorf,52.47146,13.28985,Entire home/apt,120,12,18,0.44,1,121,3,1,1,7.779568558595419,7.869956749875793,9.144735592260442,9.832184786903344,8.580726544745252,7.78,1,1,2,1124
Marzahn - Hellersdorf,Hellersdorf-Ost,52.5313,13.60865,Private room,27,1,6,0.15,2,229,0,0,0,15.759354040257897,15.839860999305012,14.099120972421035,14.829587718587277,14.85030549100759,14.1,1,2,2,20
Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51987,13.46674,Private room,60,3,1,0.02,1,0,0,0,1,6.052457901573989,6.1476088233525195,4.387846384315137,5.465484137098591,5.1473229821341056,4.39,2,2,4,100
Mitte,Brunnenstr. Süd,52.52929,13.38781,Private room,85,1,49,0.93,1,201,2,0,1,1.6013532307781158,1.4248259914467742,1.7179025282869427,0.6722670566584631,1.311680588608699,0.67,1,1,2,15
Mitte,Brunnenstr. Süd,52.53125,13.39954,Entire home/apt,110,90,1,0.02,6,258,0,0,0,2.2276617180044043,2.1175913516052365,1.6366585490811052,0.7679354316362111,1.6191694296666812,0.77,1,1,1,120
Mitte,Alexanderplatz,52.52277,13.4059,Entire home/apt,96,3,93,1.76,1,288,8,0,1,2.041711181678068,2.06826040539834,0.7241686036567595,1.7415035816402158,1.1601858724454333,0.72,1,1,2,360
Pankow,Helmholtzplatz,52.54434,13.42046,Entire home/apt,65,3,4,0.08,1,0,0,0,1,4.260349223699759,4.148690730779335,3.3191692174803964,2.2932354077191945,3.5789760295024955,2.29,1,2,4,1125
Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5169,13.47207,Entire home/apt,250,4,75,1.42,1,3,18,0,1,6.401574145707777,6.5108889888477,4.735160254145078,5.91570468061988,5.504115704908258,4.74,1,1,2,100
Mitte,Alexanderplatz,52.52647,13.3916,Private room,170,2,7,0.14,1,0,0,0,1,1.4730581542984924,1.3621177472838042,1.3136910348451198,0.9707310805101651,0.980759045076182,0.97,1,1,2,180
Reinickendorf,West 4,52.57113,13.31063,Private room,40,1,156,2.95,2,0,0,0,1,7.617318789905844,7.343397104843942,8.686715547694162,6.720231750390382,8.07001103247767,6.72,1,1,2,25
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51104,13.46681,Private room,21,1,34,0.64,1,0,0,0,1,6.072423911231134,6.209015743923817,4.422414724832917,5.850948028958061,5.199248376096907,4.42,5,5,8,365
